REFERENCE_NUMBER,NUMBER_OF_VEHICLES,FULL_DATE,FULL_TIME,ROAD_CLASS,ROAD_SURFACE_CODE,LIGHTING_CODE,WEATHER_CODE,CASUALTY_NUMBER,CASUALTY_CLASS,SEX_OF_CASUALTY,AGE_OF_CASUALTY,CASUALTY_SEVERITY,VEHICLE_1,VEHICLE_2,VEHICLE_3,VEHICLE_4,VEHICLE_5,VEHICLE_6,VEHICLE_7,VEHICLE_8,VEHICLE_9,VEHICLE_10
1377043,2,21/11/2023,828,3,2,1,1,1,1,1,37,3,9,97,0,0,0,0,0,0,0,0
1377057,1,20/11/2023,822,6,1,1,1,1,3,1,13,3,9,0,0,0,0,0,0,0,0,0
1377208,1,22/10/2023,1807,3,2,4,1,1,1,1,22,3,9,0,0,0,0,0,0,0,0,0
1377754,2,21/11/2023,1630,6,1,1,1,1,1,2,26,3,9,1,0,0,0,0,0,0,0,0
1377772,1,22/11/2023,1720,3,1,6,1,1,1,1,27,3,9,0,0,0,0,0,0,0,0,0
1377827,2,22/11/2023,1655,6,1,1,1,1,1,2,52,2,9,9,0,0,0,0,0,0,0,0
1377895,2,22/11/2023,750,1,1,1,1,1,1,2,19,3,9,9,0,0,0,0,0,0,0,0
1378132,5,23/11/2023,1152,6,2,1,1,1,1,2,28,3,9,9,9,9,9,0,0,0,0,0
1378132,5,23/11/2023,1152,6,2,1,1,2,2,2,3,2,9,9,9,9,9,0,0,0,0,0
1378172,2,22/11/2023,1940,3,2,4,1,1,2,2,37,3,9,9,0,0,0,0,0,0,0,0
1378184,2,20/11/2023,1945,6,2,4,2,1,1,1,21,2,9,1,0,0,0,0,0,0,0,0
1378222,1,13/11/2023,1722,6,2,7,1,1,3,2,56,2,9,0,0,0,0,0,0,0,0,0
1378258,1,22/11/2023,1455,6,1,1,1,1,3,2,11,2,9,0,0,0,0,0,0,0,0,0
1378297,1,24/11/2023,29,6,1,4,4,1,1,1,32,2,9,0,0,0,0,0,0,0,0,0
1378597,2,24/11/2023,1407,3,1,1,1,1,1,1,-1,3,97,9,0,0,0,0,0,0,0,0
1378608,2,24/11/2023,1418,6,1,1,1,1,1,1,21,2,1,9,0,0,0,0,0,0,0,0
1378620,2,24/11/2023,751,6,1,1,1,1,1,1,21,2,1,19,0,0,0,0,0,0,0,0
1378672,1,24/11/2023,1735,4,1,4,1,1,3,1,16,2,9,0,0,0,0,0,0,0,0,0
1378689,2,24/11/2023,2225,4,1,4,1,1,1,1,54,3,9,9,0,0,0,0,0,0,0,0
1378689,2,24/11/2023,2225,4,1,4,1,2,2,1,20,3,9,9,0,0,0,0,0,0,0,0
1378737,2,07/11/2023,1715,3,1,4,1,1,1,2,23,3,9,9,0,0,0,0,0,0,0,0
1378805,2,22/11/2023,1800,3,1,4,1,1,1,1,55,3,9,1,0,0,0,0,0,0,0,0
1378865,1,25/11/2023,1300,6,1,1,1,1,3,1,17,3,9,0,0,0,0,0,0,0,0,0
1378918,1,25/11/2023,1512,6,1,4,1,1,3,1,50,3,9,0,0,0,0,0,0,0,0,0
1378923,1,25/11/2023,1255,6,1,1,1,1,3,1,79,3,9,0,0,0,0,0,0,0,0,0
1378924,1,25/11/2023,1750,4,2,4,1,1,3,2,14,3,9,0,0,0,0,0,0,0,0,0
1378943,2,24/11/2023,2146,6,1,4,1,1,1,1,18,3,9,1,0,0,0,0,0,0,0,0
1379092,2,26/11/2023,1230,3,1,1,1,1,1,1,26,3,9,9,0,0,0,0,0,0,0,0
1379092,2,26/11/2023,1230,3,1,1,1,2,2,1,19,3,9,9,0,0,0,0,0,0,0,0
1379150,2,26/11/2023,1820,6,1,4,1,1,3,2,13,2,19,8,0,0,0,0,0,0,0,0
1379188,3,26/11/2023,2035,3,2,4,1,1,1,1,55,3,9,9,9,0,0,0,0,0,0,0
1379414,2,27/11/2023,1016,6,2,1,2,1,1,1,65,3,9,9,0,0,0,0,0,0,0,0
1379667,1,26/11/2023,1830,3,1,4,1,1,3,2,50,2,9,0,0,0,0,0,0,0,0,0
1379670,2,26/11/2023,1655,6,1,4,1,1,1,1,27,3,9,3,0,0,0,0,0,0,0,0
1379696,2,28/11/2023,15,3,2,4,1,1,1,1,22,3,21,9,0,0,0,0,0,0,0,0
1379699,2,28/11/2023,30,3,2,4,1,1,1,1,32,3,9,9,0,0,0,0,0,0,0,0
1379699,2,28/11/2023,30,3,2,4,1,2,1,1,37,3,9,9,0,0,0,0,0,0,0,0
1379699,2,28/11/2023,30,3,2,4,1,3,2,1,24,2,9,9,0,0,0,0,0,0,0,0
1379707,2,06/11/2023,1700,6,2,4,2,1,1,2,25,3,9,9,0,0,0,0,0,0,0,0
1379918,2,28/11/2023,957,3,2,1,1,1,1,2,63,3,9,9,0,0,0,0,0,0,0,0
1379924,1,28/11/2023,1125,6,2,1,1,1,3,2,83,2,9,0,0,0,0,0,0,0,0,0
1380064,2,28/11/2023,1417,3,2,1,1,1,1,2,99,2,9,9,0,0,0,0,0,0,0,0
1380126,1,27/11/2023,735,6,2,1,1,1,3,2,11,3,97,0,0,0,0,0,0,0,0,0
1380430,2,23/10/2023,1606,6,1,1,1,1,1,2,33,3,9,9,0,0,0,0,0,0,0,0
1380524,2,28/11/2023,900,3,1,1,1,1,1,2,29,3,1,9,0,0,0,0,0,0,0,0
1380546,2,28/11/2023,1740,6,1,4,1,1,1,1,40,3,98,1,0,0,0,0,0,0,0,0
1380578,1,29/11/2023,1732,6,2,6,1,1,1,2,50,3,9,0,0,0,0,0,0,0,0,0
1380604,1,29/11/2023,1804,6,1,4,1,1,3,1,59,2,19,0,0,0,0,0,0,0,0,0
1380635,2,29/11/2023,2240,3,2,4,3,1,2,1,29,3,9,9,0,0,0,0,0,0,0,0
1380751,2,30/11/2023,845,6,4,1,3,1,1,2,53,3,9,9,0,0,0,0,0,0,0,0
1380807,2,30/11/2023,845,6,2,1,1,1,3,2,28,3,9,9,0,0,0,0,0,0,0,0
1381027,2,30/11/2023,1217,6,2,1,1,1,1,1,48,3,9,9,0,0,0,0,0,0,0,0
1381045,2,30/11/2023,1638,6,2,4,2,1,1,1,26,3,4,9,0,0,0,0,0,0,0,0
1381077,2,30/11/2023,1741,6,1,4,1,1,1,1,18,3,9,1,0,0,0,0,0,0,0,0
1381079,2,30/11/2023,1950,6,4,4,1,1,1,2,73,2,9,9,0,0,0,0,0,0,0,0
1381089,4,29/11/2023,2220,3,2,4,1,1,1,1,22,2,9,9,9,9,0,0,0,0,0,0
1381089,4,29/11/2023,2220,3,2,4,1,2,2,2,23,2,9,9,9,9,0,0,0,0,0,0
1381570,2,01/12/2023,2245,6,4,4,8,1,1,2,47,2,9,9,0,0,0,0,0,0,0,0
1381570,2,01/12/2023,2245,6,4,4,8,2,2,1,20,3,9,9,0,0,0,0,0,0,0,0
1381592,2,02/12/2023,253,6,4,4,8,1,1,1,44,3,9,9,0,0,0,0,0,0,0,0
1381681,2,02/12/2023,1140,6,2,1,1,1,1,1,39,3,9,9,0,0,0,0,0,0,0,0
1381681,2,02/12/2023,1140,6,2,1,1,2,2,1,40,3,9,9,0,0,0,0,0,0,0,0
1381719,1,02/12/2023,1342,3,4,1,1,1,2,2,26,2,9,0,0,0,0,0,0,0,0,0
1381791,2,02/12/2023,1010,4,2,1,1,1,1,2,56,3,9,9,0,0,0,0,0,0,0,0
1381807,4,02/12/2023,1452,3,2,1,1,1,1,1,24,3,9,9,1,1,0,0,0,0,0,0
1381807,4,02/12/2023,1452,3,2,1,1,2,1,1,24,3,9,9,1,1,0,0,0,0,0,0
1381842,2,02/12/2023,1920,3,2,4,8,1,1,1,34,2,9,9,0,0,0,0,0,0,0,0
1381842,2,02/12/2023,1920,3,2,4,8,2,2,2,46,3,9,9,0,0,0,0,0,0,0,0
1381842,2,02/12/2023,1920,3,2,4,8,3,2,2,18,2,9,9,0,0,0,0,0,0,0,0
1381896,1,02/12/2023,2254,6,4,4,6,1,3,1,31,2,9,0,0,0,0,0,0,0,0,0
1381896,1,02/12/2023,2254,6,4,4,6,2,3,1,19,2,9,0,0,0,0,0,0,0,0,0
1381917,1,26/11/2023,1720,1,1,4,1,1,1,2,64,3,9,0,0,0,0,0,0,0,0,0
1381945,1,02/12/2023,1225,6,1,1,1,1,3,2,10,3,9,0,0,0,0,0,0,0,0,0
1382030,2,03/12/2023,1325,6,3,1,3,1,2,2,44,3,11,9,0,0,0,0,0,0,0,0
1382035,2,27/11/2023,730,3,2,7,9,1,1,1,32,3,9,3,0,0,0,0,0,0,0,0
1382174,1,04/12/2023,747,6,2,1,2,1,3,2,43,3,19,0,0,0,0,0,0,0,0,0
1382526,2,03/12/2023,1930,6,3,4,3,1,2,2,48,3,9,9,0,0,0,0,0,0,0,0
1382526,2,03/12/2023,1930,6,3,4,3,2,2,2,17,3,9,9,0,0,0,0,0,0,0,0
1382533,1,04/12/2023,1552,6,2,6,2,1,1,1,27,3,9,0,0,0,0,0,0,0,0,0
1382550,2,04/12/2023,1142,3,2,1,1,1,1,1,29,3,21,9,0,0,0,0,0,0,0,0
1382719,2,05/12/2023,808,6,2,1,2,1,1,1,21,3,9,1,0,0,0,0,0,0,0,0
1382755,1,05/12/2023,740,4,2,6,2,1,3,2,29,3,9,0,0,0,0,0,0,0,0,0
1382801,1,03/12/2023,1800,6,1,4,1,1,3,2,57,2,9,0,0,0,0,0,0,0,0,0
1383062,1,05/12/2023,1515,6,2,1,1,1,3,1,12,3,9,0,0,0,0,0,0,0,0,0
1383080,2,02/11/2023,903,1,2,1,2,1,1,2,55,3,9,9,0,0,0,0,0,0,0,0
1383111,1,05/12/2023,2345,6,2,4,1,1,1,1,21,3,9,0,0,0,0,0,0,0,0,0
1383236,2,06/12/2023,850,4,4,1,1,1,1,1,45,2,90,19,0,0,0,0,0,0,0,0
1383335,1,05/12/2023,735,3,2,4,2,1,3,1,48,3,9,0,0,0,0,0,0,0,0,0
1383421,2,06/12/2023,825,6,4,1,8,1,1,2,22,2,9,9,0,0,0,0,0,0,0,0
1383421,2,06/12/2023,825,6,4,1,8,2,1,1,58,3,9,9,0,0,0,0,0,0,0,0
1383814,2,06/12/2023,855,3,4,1,8,1,3,1,26,3,9,9,0,0,0,0,0,0,0,0
1383910,1,07/12/2023,725,6,2,4,2,1,3,2,15,3,9,0,0,0,0,0,0,0,0,0
1384001,2,07/12/2023,1347,6,2,1,2,1,1,2,19,3,9,9,0,0,0,0,0,0,0,0
1384028,2,07/12/2023,1530,6,2,4,2,1,1,1,46,3,9,9,0,0,0,0,0,0,0,0
1384084,1,06/12/2023,1512,4,2,1,1,1,3,1,13,3,9,0,0,0,0,0,0,0,0,0
1384127,1,07/12/2023,2112,6,2,4,1,1,3,1,32,3,9,0,0,0,0,0,0,0,0,0
1384447,1,07/12/2023,1853,6,2,4,2,1,3,2,47,2,9,0,0,0,0,0,0,0,0,0
1384475,2,08/12/2023,1006,1,2,1,1,1,2,2,75,3,9,9,0,0,0,0,0,0,0,0
1384533,1,08/12/2023,1635,6,2,4,2,1,1,1,75,2,9,0,0,0,0,0,0,0,0,0
1384546,2,08/12/2023,1648,3,1,6,1,1,1,1,48,2,19,1,0,0,0,0,0,0,0,0
1384591,2,09/12/2023,106,6,2,4,1,1,2,2,31,3,19,9,0,0,0,0,0,0,0,0
1384591,2,09/12/2023,106,6,2,4,1,2,1,1,29,3,19,9,0,0,0,0,0,0,0,0
1384773,2,09/12/2023,1445,3,2,1,5,1,1,2,41,2,9,9,0,0,0,0,0,0,0,0
1384798,2,09/12/2023,1652,6,2,4,2,1,1,1,33,3,9,1,0,0,0,0,0,0,0,0
1385718,2,05/12/2023,1400,6,1,1,9,1,3,2,76,2,9,9,0,0,0,0,0,0,0,0
1385731,2,10/12/2023,1216,3,2,1,1,1,1,2,34,3,9,9,0,0,0,0,0,0,0,0
1385761,2,10/12/2023,1315,3,2,1,2,1,1,2,54,3,9,9,0,0,0,0,0,0,0,0
1385947,1,09/12/2023,1752,6,2,4,5,1,3,2,12,3,9,0,0,0,0,0,0,0,0,0
1386155,4,10/12/2023,1655,4,2,4,1,1,2,1,18,3,9,9,19,9,0,0,0,0,0,0
1386155,4,10/12/2023,1655,4,2,4,1,2,1,1,23,3,9,9,19,9,0,0,0,0,0,0
1386179,1,10/12/2023,2238,1,2,6,2,1,2,2,21,2,9,0,0,0,0,0,0,0,0,0
1386179,1,10/12/2023,2238,1,2,6,2,2,1,1,22,2,9,0,0,0,0,0,0,0,0,0
1386427,2,11/12/2023,557,3,2,4,1,1,2,2,40,3,9,9,0,0,0,0,0,0,0,0
1386427,2,11/12/2023,557,3,2,4,1,2,1,1,51,3,9,9,0,0,0,0,0,0,0,0
1386427,2,11/12/2023,557,3,2,4,1,3,1,1,37,2,9,9,0,0,0,0,0,0,0,0
1386610,1,11/12/2023,915,3,2,1,1,1,1,1,31,1,1,0,0,0,0,0,0,0,0,0
1386920,1,11/12/2023,755,3,2,4,1,1,3,2,14,3,9,0,0,0,0,0,0,0,0,0
1387031,2,22/10/2023,1107,4,1,1,1,1,1,2,49,3,9,9,0,0,0,0,0,0,0,0
1387195,3,07/12/2023,1545,3,1,4,9,1,1,1,23,3,98,1,1,0,0,0,0,0,0,0
1387195,3,07/12/2023,1545,3,1,4,9,2,1,2,22,3,98,1,1,0,0,0,0,0,0,0
1387377,2,10/12/2023,1540,6,2,1,1,1,1,1,63,3,9,1,0,0,0,0,0,0,0,0
1387384,2,12/12/2023,1607,3,2,4,1,1,1,1,36,3,9,1,0,0,0,0,0,0,0,0
1387418,2,12/12/2023,1745,3,2,4,2,1,1,2,52,3,9,9,0,0,0,0,0,0,0,0
1387479,2,13/12/2023,250,1,2,4,1,1,1,1,23,3,9,10,0,0,0,0,0,0,0,0
1387595,1,13/12/2023,847,6,1,1,1,1,3,2,22,2,11,0,0,0,0,0,0,0,0,0
1387704,2,07/12/2023,830,6,1,1,1,1,1,1,15,3,9,1,0,0,0,0,0,0,0,0
1387879,1,09/12/2023,830,3,1,1,1,1,3,1,19,2,9,0,0,0,0,0,0,0,0,0
1387887,2,13/12/2023,1112,6,1,1,1,1,1,2,78,3,9,21,0,0,0,0,0,0,0,0
1387981,1,13/12/2023,2307,3,1,4,1,1,1,1,33,3,22,0,0,0,0,0,0,0,0,0
1388083,2,14/12/2023,830,3,2,1,2,1,1,1,39,3,9,9,0,0,0,0,0,0,0,0
1388308,2,14/12/2023,1109,3,2,1,1,1,1,1,23,3,9,9,0,0,0,0,0,0,0,0
1388308,2,14/12/2023,1109,3,2,1,1,2,1,1,56,3,9,9,0,0,0,0,0,0,0,0
1388308,2,14/12/2023,1109,3,2,1,1,3,2,1,54,3,9,9,0,0,0,0,0,0,0,0
1388332,2,14/12/2023,1502,3,1,6,1,1,1,1,31,3,9,1,0,0,0,0,0,0,0,0
1388368,2,13/12/2023,2135,2,2,4,1,1,1,2,52,3,9,19,0,0,0,0,0,0,0,0
1388368,2,13/12/2023,2135,2,2,4,1,2,2,1,26,3,9,19,0,0,0,0,0,0,0,0
1388421,1,14/12/2023,1715,6,2,4,1,1,1,1,83,2,9,0,0,0,0,0,0,0,0,0
1388436,2,14/12/2023,2320,3,1,4,1,1,1,1,33,3,9,9,0,0,0,0,0,0,0,0
1388586,1,14/12/2023,1917,6,1,4,1,1,3,2,30,3,1,0,0,0,0,0,0,0,0,0
1388742,2,14/12/2023,1900,4,1,4,1,1,1,2,47,3,9,9,0,0,0,0,0,0,0,0
1388775,1,14/12/2023,1830,6,1,4,1,1,3,2,61,2,9,0,0,0,0,0,0,0,0,0
1388798,1,15/12/2023,1755,3,1,4,1,1,2,2,33,2,9,0,0,0,0,0,0,0,0,0
1388997,2,16/12/2023,731,3,2,4,1,1,1,1,22,2,9,9,0,0,0,0,0,0,0,0
1389001,2,20/11/2023,811,3,1,1,1,1,1,2,31,2,9,9,0,0,0,0,0,0,0,0
1389056,2,16/12/2023,940,6,1,1,1,1,1,1,79,2,9,17,0,0,0,0,0,0,0,0
1389073,2,15/12/2023,1700,6,1,4,1,1,1,1,54,3,9,1,0,0,0,0,0,0,0,0
1389081,4,16/12/2023,935,6,2,1,1,1,3,1,52,2,19,9,19,9,0,0,0,0,0,0
1389202,2,16/12/2023,2346,6,2,4,1,1,1,1,19,2,9,9,0,0,0,0,0,0,0,0
1389202,2,16/12/2023,2346,6,2,4,1,2,1,1,34,3,9,9,0,0,0,0,0,0,0,0
1389300,2,13/12/2023,1610,6,1,7,1,1,1,1,84,2,22,9,0,0,0,0,0,0,0,0
1389376,2,17/12/2023,1627,6,1,4,1,1,1,2,27,3,9,9,0,0,0,0,0,0,0,0
1389376,2,17/12/2023,1627,6,1,4,1,2,2,1,27,3,9,9,0,0,0,0,0,0,0,0
1389429,1,17/12/2023,1656,2,1,4,1,1,1,2,89,2,9,0,0,0,0,0,0,0,0,0
1389618,2,17/12/2023,1238,6,1,1,1,1,1,1,20,3,1,9,0,0,0,0,0,0,0,0
1389636,2,18/12/2023,730,6,1,1,1,1,1,1,78,3,9,9,0,0,0,0,0,0,0,0
1389801,2,15/12/2023,1350,6,1,1,1,1,1,1,56,3,9,11,0,0,0,0,0,0,0,0
1389921,1,18/12/2023,1610,2,2,4,2,1,1,1,49,2,19,0,0,0,0,0,0,0,0,0
1389954,2,19/12/2023,110,1,2,6,1,1,1,1,35,2,21,1,0,0,0,0,0,0,0,0
1390122,2,19/12/2023,655,4,2,1,1,1,1,1,26,3,9,90,0,0,0,0,0,0,0,0
1390285,2,19/12/2023,1236,6,2,1,1,1,1,1,57,3,19,23,0,0,0,0,0,0,0,0
1390329,2,19/12/2023,2023,6,1,4,1,1,1,1,32,3,9,1,0,0,0,0,0,0,0,0
1390626,4,20/12/2023,1133,6,1,1,1,1,1,2,31,2,9,9,9,9,0,0,0,0,0,0
1390637,2,20/12/2023,1310,1,2,1,4,1,2,1,39,2,9,9,0,0,0,0,0,0,0,0
1390713,1,20/12/2023,1228,3,1,1,2,1,1,1,18,2,3,0,0,0,0,0,0,0,0,0
1390761,2,20/12/2023,1550,6,2,4,2,1,1,2,62,3,9,9,0,0,0,0,0,0,0,0
1390761,2,20/12/2023,1550,6,2,4,2,2,1,2,50,3,9,9,0,0,0,0,0,0,0,0
1390908,2,21/12/2023,704,6,2,4,5,1,1,1,28,2,9,1,0,0,0,0,0,0,0,0
1391022,2,20/12/2023,1645,1,1,4,4,1,1,1,35,3,9,9,0,0,0,0,0,0,0,0
1391152,1,21/12/2023,1600,6,1,4,4,1,3,2,14,3,9,0,0,0,0,0,0,0,0,0
1391186,1,21/12/2023,1740,3,2,4,1,1,3,2,27,2,9,0,0,0,0,0,0,0,0,0
1391215,2,21/12/2023,1540,3,1,4,8,1,1,2,33,3,9,9,0,0,0,0,0,0,0,0
1391215,2,21/12/2023,1540,3,1,4,8,2,2,1,9,3,9,9,0,0,0,0,0,0,0,0
1391215,2,21/12/2023,1540,3,1,4,8,3,2,2,4,3,9,9,0,0,0,0,0,0,0,0
1391477,1,22/12/2023,1430,6,2,1,4,1,3,2,14,3,9,0,0,0,0,0,0,0,0,0
1391483,2,21/12/2023,1440,3,1,1,1,1,1,2,59,3,98,9,0,0,0,0,0,0,0,0
1391782,2,23/12/2023,645,4,1,1,1,1,1,1,22,3,9,9,0,0,0,0,0,0,0,0
1391998,2,24/12/2023,1202,6,2,1,4,1,1,2,51,3,9,9,0,0,0,0,0,0,0,0
1392068,1,25/12/2023,337,6,2,4,5,1,1,1,19,2,9,0,0,0,0,0,0,0,0,0
1392234,1,15/11/2023,912,6,1,1,1,1,3,2,14,3,9,0,0,0,0,0,0,0,0,0
1392275,2,26/12/2023,1855,4,1,4,1,1,2,1,6,3,9,9,0,0,0,0,0,0,0,0
1392275,2,26/12/2023,1855,4,1,4,1,2,2,2,8,3,9,9,0,0,0,0,0,0,0,0
1392404,1,27/12/2023,1105,1,2,1,2,1,1,1,36,2,9,0,0,0,0,0,0,0,0,0
1392536,1,27/12/2023,1735,6,2,4,5,1,3,2,63,3,98,0,0,0,0,0,0,0,0,0
1392579,1,27/12/2023,1822,4,2,4,2,1,3,1,19,3,9,0,0,0,0,0,0,0,0,0
1392834,3,28/12/2023,1152,3,2,1,4,1,1,2,19,2,9,9,9,0,0,0,0,0,0,0
1392859,1,28/12/2023,1856,1,2,6,5,1,2,1,41,2,9,0,0,0,0,0,0,0,0,0
1392859,1,28/12/2023,1856,1,2,6,5,2,2,1,21,3,9,0,0,0,0,0,0,0,0,0
1392859,1,28/12/2023,1856,1,2,6,5,3,2,1,21,2,9,0,0,0,0,0,0,0,0,0
1392859,1,28/12/2023,1856,1,2,6,5,4,2,1,34,2,9,0,0,0,0,0,0,0,0,0
1393072,2,29/12/2023,1221,6,2,1,4,1,2,2,33,3,9,9,0,0,0,0,0,0,0,0
1393072,2,29/12/2023,1221,6,2,1,4,2,2,2,1,3,9,9,0,0,0,0,0,0,0,0
1393095,2,29/12/2023,1235,6,1,1,1,1,1,2,39,3,9,9,0,0,0,0,0,0,0,0
1393162,2,28/12/2023,2015,3,2,4,1,1,1,1,17,3,9,1,0,0,0,0,0,0,0,0
1393171,3,29/12/2023,1807,6,2,4,2,1,3,1,21,3,9,9,9,0,0,0,0,0,0,0
1393495,1,30/12/2023,2049,3,2,4,2,1,3,1,62,3,9,0,0,0,0,0,0,0,0,0
1393513,3,22/12/2023,2002,1,2,4,5,1,1,1,50,3,19,20,20,0,0,0,0,0,0,0
1393671,1,31/12/2023,1955,1,2,5,2,1,1,1,30,2,9,0,0,0,0,0,0,0,0,0
1393689,2,31/12/2023,1730,6,2,4,1,1,1,1,71,3,9,9,0,0,0,0,0,0,0,0
1394386,2,31/12/2023,1900,4,2,4,2,1,2,2,37,3,9,9,0,0,0,0,0,0,0,0
1394386,2,31/12/2023,1900,4,2,4,2,2,2,2,14,3,9,9,0,0,0,0,0,0,0,0
1394386,2,31/12/2023,1900,4,2,4,2,3,2,2,6,3,9,9,0,0,0,0,0,0,0,0
1394393,2,23/12/2023,1606,6,1,4,1,1,1,2,54,3,9,9,0,0,0,0,0,0,0,0
1394393,2,23/12/2023,1606,6,1,4,1,2,2,1,32,3,9,9,0,0,0,0,0,0,0,0
1397236,3,20/12/2023,1220,6,1,1,1,1,1,1,28,3,90,9,90,0,0,0,0,0,0,0
1397974,2,16/12/2023,1620,6,1,7,9,1,1,1,25,3,9,90,0,0,0,0,0,0,0,0
1408007,1,02/12/2023,1300,6,1,1,1,1,3,1,64,2,9,0,0,0,0,0,0,0,0,0
1413396,4,24/11/2023,1000,6,1,1,1,1,1,2,40,3,9,9,9,9,0,0,0,0,0,0
1435005,5,09/07/2023,1400,3,1,1,1,1,1,2,54,2,9,9,9,9,9,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
